model	objective	reaction	flux	status	minimum	maximum	fraction_optimum
./model.xml	obj	R_3OAS161	0.41704546958241123	optimal	0.41704546957960614	0.41704546957960614	1.0
./model.xml	obj	R_3OAS180	0.02199596512661376	optimal	0.021995965125219674	0.021995965125219674	1.0
./model.xml	obj	R_3OAS181	0.31578674788551125	optimal	0.3157867478846747	0.3157867478846747	1.0
./model.xml	obj	R_3OAS60	0.0	optimal	-8.99482432313421e-12	-8.99482432313421e-12	1.0
./model.xml	obj	R_3OAS80	0.8764359657956097	optimal	0.8764359657938973	0.8764359657938973	1.0
./model.xml	obj	R_3OXCOAT	0.0	optimal	0.0	9.153521963039548e-11	1.0
./model.xml	obj	R_3OXOADPt_ex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_3OXOADPt_pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_3PEPTabcpp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_3_4DHBZ1t_pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_3_4DHBZt2	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_4CMLCL_kt	0.0	optimal	-2.9982747743780603e-13	-2.9982747743780603e-13	1.0
./model.xml	obj	R_4HALDD	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_4HBHYOX	0.0	optimal	-1.7132998710731785e-13	-1.7132998710731785e-13	1.0
./model.xml	obj	R_4HBZtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_4HOXPACt2pp	0.0	optimal	2.215550362888984e-15	8.20565837500457e-13	1.0
./model.xml	obj	R_4HTHRS	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_4PCP	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_4PEPTabcpp	0.0	optimal	-1.394546406687473e-13	-1.394546406687473e-13	1.0
./model.xml	obj	R_5DOAN	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_5HPUDICDC_c	0.0	optimal	0.0	1.895056950868617e-11	1.0
./model.xml	obj	R_5MEPCAtex	0.0	optimal	0.0	4.919859391678149e-11	1.0
./model.xml	obj	R_A5PISO	0.06938735983395128	optimal	0.06938735983385191	0.06938735983385191	1.0
./model.xml	obj	R_AACPS1	0.0	optimal	-1.4991373871890337e-12	-1.4991373871890337e-12	1.0
./model.xml	obj	R_AACPS2	0.0	optimal	-1.4991373871890343e-12	-1.4991373871890343e-12	1.0
./model.xml	obj	R_AACPS3	0.0	optimal	-1.4991373871890285e-12	-1.4991373871890285e-12	1.0
./model.xml	obj	R_AACPS4	0.0	optimal	-1.4991373871890325e-12	-1.4991373871890325e-12	1.0
./model.xml	obj	R_AACPS5	0.0	optimal	-1.4991373871890335e-12	-1.4991373871890335e-12	1.0
./model.xml	obj	R_AACPS6	0.0	optimal	-1.4991373871890335e-12	-1.4991373871890335e-12	1.0
./model.xml	obj	R_AACPS7	0.0	optimal	-1.4991373871890331e-12	-1.4991373871890331e-12	1.0
./model.xml	obj	R_AACPS8	0.0	optimal	-1.4991373871890333e-12	-1.4991373871890333e-12	1.0
./model.xml	obj	R_AACPS9	0.0	optimal	-1.4991373871890333e-12	-1.4991373871890333e-12	1.0
./model.xml	obj	R_AADSACYCL	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AASAD3	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ABTA	0.0	optimal	-3.2708452084124317e-12	-3.2708452084124317e-12	1.0
./model.xml	obj	R_ABUTD	0.0	optimal	-3.2708452084124317e-12	-3.2708452084124317e-12	1.0
./model.xml	obj	R_ABUTt2pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ABUTtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACACT1r	0.0	optimal	-4.926590755405125e-13	0.0	1.0
./model.xml	obj	R_ACACT2r	0.8764359657956097	optimal	0.8764359657930233	0.876435965795312	1.0
./model.xml	obj	R_ACACT3r	0.0	optimal	-6.08578858020633e-13	0.0	1.0
./model.xml	obj	R_ACACT4r	0.0	optimal	-6.08578858020633e-13	0.0	1.0
./model.xml	obj	R_ACACT5r	0.0	optimal	-6.568340642629402e-13	0.0	1.0
./model.xml	obj	R_ACACT6r	0.0	optimal	-6.354497175367298e-12	6.822205023127018e-11	1.0
./model.xml	obj	R_ACACT7r	0.0	optimal	-2.8738446073196554e-13	4.356740649713937e-28	1.0
./model.xml	obj	R_ACACT8r	0.0	optimal	-5.99654954875612e-13	-5.99654954875612e-13	1.0
./model.xml	obj	R_ACACt2pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACACtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACBIPGT_2	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACCOAC	4.303638382986466	optimal	4.30363838296848	4.30363838296848	1.0
./model.xml	obj	R_ACCOAL	0.0	optimal	-1.2406654238805784e-12	-1.2406654238805784e-12	1.0
./model.xml	obj	R_ACGAMT	0.0	optimal	0.0	7.626538289784435e-12	1.0
./model.xml	obj	R_ACGAptspp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACGK	0.0	optimal	-2.116429252502167e-12	-2.116429252502167e-12	1.0
./model.xml	obj	R_ACGLUtex	0.0	optimal	-9.531745763050997e-12	0.0	1.0
./model.xml	obj	R_ACGLUtpp	0.0	optimal	-9.531745763050997e-12	0.0	1.0
./model.xml	obj	R_ACGS	0.0	optimal	-5.139899613219553e-12	-5.139899613219553e-12	1.0
./model.xml	obj	R_ACHBS	0.0	optimal	-1.9988498495853778e-12	-1.9988498495853778e-12	1.0
./model.xml	obj	R_ACKr	0.06938735983395128	optimal	0.0693873598288114	0.0693873598288114	1.0
./model.xml	obj	R_ACLS	4.800449681633175	optimal	4.800449681628864	5.145418822365215	1.0
./model.xml	obj	R_ACLS_a	7.58953458624244	optimal	7.129575731912231	7.589534586356014	1.0
./model.xml	obj	R_ACLS_d	7.58953458624244	optimal	7.129575731912231	7.589534586356014	1.0
./model.xml	obj	R_ACOAD1f	-0.8764359657956097	optimal	-0.876435965812577	-0.8764359657648385	1.0
./model.xml	obj	R_ACOAD2f	0.0	optimal	-1.998849849585384e-12	-1.998849849585384e-12	1.0
./model.xml	obj	R_ACOAD3f	0.0	optimal	-1.9988498495853725e-12	-1.9988498495853725e-12	1.0
./model.xml	obj	R_ACOAD4f	0.0	optimal	-1.9988498495853733e-12	-1.9988498495853733e-12	1.0
./model.xml	obj	R_ACOAD5f	0.0	optimal	-1.99884984958538e-12	-1.99884984958538e-12	1.0
./model.xml	obj	R_ACOAD6f	0.0	optimal	-1.1977117769132439e-12	-1.1977117769132439e-12	1.0
./model.xml	obj	R_ACOAD7f	0.0	optimal	-7.749899732968017e-13	-7.749899732968017e-13	1.0
./model.xml	obj	R_ACOAD8f	0.0	optimal	-1.3629134013150656e-12	-1.3629134013150656e-12	1.0
./model.xml	obj	R_ACOADH1	0.0	optimal	0.0	3.396192945102571e-10	1.0
./model.xml	obj	R_ACOADH2	0.0	optimal	-3.8004315998208476e-13	-3.8004315998208476e-13	1.0
./model.xml	obj	R_ACOATA	0.0	optimal	-9.881122159534766e-12	-9.881122159534766e-12	1.0
./model.xml	obj	R_ACODA	0.0	optimal	-3.2937073865114014e-12	-3.2937073865114014e-12	1.0
./model.xml	obj	R_ACONCtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACONCtupp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACONTa	0.0	optimal	-1.7184560277450714e-12	-1.7184560277450714e-12	1.0
./model.xml	obj	R_ACONTb	0.0	optimal	-1.7184560277450714e-12	-1.7184560277450714e-12	1.0
./model.xml	obj	R_ACOTA	0.0	optimal	-5.646355519733759e-12	-5.646355519733759e-12	1.0
./model.xml	obj	R_ACPPAT120	0.0	optimal	-1.6468536932557007e-12	-1.6468536932557007e-12	1.0
./model.xml	obj	R_ACPPAT140	0.0	optimal	-1.6468536932557005e-12	-1.6468536932557005e-12	1.0
./model.xml	obj	R_ACPPAT141	0.0	optimal	-1.6468536932556993e-12	-1.6468536932556993e-12	1.0
./model.xml	obj	R_ACPPAT160	0.11776520861682112	optimal	0.0	0.11776520861517392	1.0
./model.xml	obj	R_ACPPAT161	0.047480378023994366	optimal	0.0	0.04748037802234745	1.0
./model.xml	obj	R_ACPPAT180	0.017239613454233745	optimal	0.0	0.017239613452586868	1.0
./model.xml	obj	R_ACPPAT181	0.0	optimal	0.0	0.1516517430501817	1.0
./model.xml	obj	R_ACPS1	0.0	optimal	0.0	7.10646356575733e-11	1.0
./model.xml	obj	R_ACPpds	0.0	optimal	2.220446049250313e-16	7.10637474791536e-11	1.0
./model.xml	obj	R_ACS	0.0	optimal	-3.2937073865114035e-12	-3.2937073865114035e-12	1.0
./model.xml	obj	R_ACS2	0.0	optimal	-3.2937073865114035e-12	-3.2937073865114035e-12	1.0
./model.xml	obj	R_ACTD2	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACTD2_SS	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACTD_1	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACt4pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ADA	0.0	optimal	-1.3174829546045563e-12	-1.3174829546045563e-12	1.0
./model.xml	obj	R_ADCL	0.0004182744444088452	optimal	0.0004182744444088393	0.0004182744444088393	1.0
./model.xml	obj	R_ADCPS1	0.0	optimal	0.0	1.4243535287455059e-11	1.0
./model.xml	obj	R_ADCS	0.0004182744444088452	optimal	0.0004182744444083397	0.00041827444441285195	1.0
./model.xml	obj	R_ADCYRS	0.0	optimal	0.0	1.4243535287455059e-11	1.0
./model.xml	obj	R_ADEt2rpp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ADEtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ADK1irr	0.7188805576917859	optimal	0.7188805576917446	1.6267599949449978	1.0
./model.xml	obj	R_ADMDC	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ADNCYC	0.0	optimal	-1.6468536932557015e-12	-1.6468536932557015e-12	1.0
./model.xml	obj	R_ADNUC	0.0	optimal	0.0	1.0257072968755646e-11	1.0
./model.xml	obj	R_ADNt2pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ADNtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ADOCBLS	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ADPT	0.001254823333226526	optimal	0.0012548233315796704	0.0012548233315796704	1.0
./model.xml	obj	R_ADSK	0.0	optimal	-3.293707386511403e-12	-3.293707386511403e-12	1.0
./model.xml	obj	R_ADSL1r	0.16305192801926488	optimal	0.1630519280179361	0.1630519280179361	1.0
./model.xml	obj	R_ADSL2r	0.45954057988304076	optimal	0.4595405798827797	0.4595405798827797	1.0
./model.xml	obj	R_ADSS	0.16305192801926488	optimal	0.1630519280179361	0.1630519280179361	1.0
./model.xml	obj	R_AEPPYRTA	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGDC	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGM3PA	0.0	optimal	-1.6066865300055614e-13	-1.6066865300055614e-13	1.0
./model.xml	obj	R_AGM3PApp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGM3PH	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGM3Pt2pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGM4PA	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGM4PApp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGM4PCP	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGM4PH	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGM4Pt2pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGMDA	0.0	optimal	-3.293707386511403e-12	-3.293707386511403e-12	1.0
./model.xml	obj	R_AGMH	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGMHE	0.06938735983395128	optimal	0.06938735983389564	0.06938735983389564	1.0
./model.xml	obj	R_AGMPTRCtpp	1.008521539635323	optimal	1.0085215396254414	1.0085215396254414	1.0
./model.xml	obj	R_AGMt2pp	0.0	optimal	-3.2937073865114067e-12	-3.2937073865114067e-12	1.0
./model.xml	obj	R_AGODH	0.0	optimal	0.0	2.842607630763408e-10	1.0
./model.xml	obj	R_AGPAT120	0.0	optimal	-7.749899732967996e-13	-7.749899732967996e-13	1.0
./model.xml	obj	R_AGPAT140	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGPAT141	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AGPAT160	0.11146724296790983	optimal	0.11146724296749823	0.11146724296749823	1.0
./model.xml	obj	R_AGPAT161	0.047480378023994366	optimal	0.04748037802370141	0.04748037802370141	1.0
./model.xml	obj	R_AGPAT180	0.004756351672380013	optimal	0.0047563516719807694	0.0047563516719807694	1.0
./model.xml	obj	R_AGPAT181	0.15165174305182877	optimal	0.1516517430518251	0.1516517430518251	1.0
./model.xml	obj	R_AGPR	0.0	optimal	-5.672847812414075e-13	0.0	1.0
./model.xml	obj	R_AHCi	0.001254823333226526	optimal	0.001254823333099435	0.001254823333099435	1.0
./model.xml	obj	R_AHGDx	0.0	optimal	-3.4660893683821713e-12	0.0	1.0
./model.xml	obj	R_AHSERL2	0.0	optimal	-2.4702805398835825e-12	-2.4702805398835825e-12	1.0
./model.xml	obj	R_AICART	0.45954057988304076	optimal	0.4595405798827108	0.4595405798827108	1.0
./model.xml	obj	R_AIRCr	0.45954057988304076	optimal	0.4595405798827797	0.4595405798827797	1.0
./model.xml	obj	R_AKGDHPCA	0.0	optimal	0.0	9.877709975570016e-12	1.0
./model.xml	obj	R_AKGDHPYO	0.0	optimal	0.0	6.059580531611764e-11	1.0
./model.xml	obj	R_AKGDa	0.0	optimal	0.0	3.077121890626699e-11	1.0
./model.xml	obj	R_AKGDb	0.0	optimal	0.0	3.077121890626699e-11	1.0
./model.xml	obj	R_AKGt2rpp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AKGtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AKP1_2	0.0004182744444088452	optimal	0.0004182744444101161	0.00041827444441014676	1.0
./model.xml	obj	R_ALAALAD	0.0	optimal	-3.293707386511403e-12	-3.293707386511403e-12	1.0
./model.xml	obj	R_ALAALAabcpp	0.0	optimal	-1.6265221661784684e-13	-1.6265221661784684e-13	1.0
./model.xml	obj	R_ALAALAr	0.10006724383698995	optimal	0.1000672438336961	0.1000672438336961	1.0
./model.xml	obj	R_ALAR	0.2001344876739799	optimal	0.20013448766739228	0.20013448766739228	1.0
./model.xml	obj	R_ALATA_L	28.405725690440676	optimal	28.405725690434092	28.405725690434092	1.0
./model.xml	obj	R_ALAabcpp	0.0	optimal	-3.593135330739711e-12	-3.593135330739711e-12	1.0
./model.xml	obj	R_ALAt4pp	9.999999999999995	optimal	9.999999999995177	10.0	1.0
./model.xml	obj	R_ALAtex	9.999999999999995	optimal	9.999999999995177	10.0	1.0
./model.xml	obj	R_ALCD19	0.0	optimal	-8.036534400919943e-13	0.0	1.0
./model.xml	obj	R_ALCD1_ros	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ALCD2ir	0.0	optimal	-2.6349659092091388e-12	-2.6349659092091388e-12	1.0
./model.xml	obj	R_ALCD4	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ALDD1	0.0	optimal	0.0	1.2182508969869704e-10	1.0
./model.xml	obj	R_ALDD19xr	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ALDD2x	0.0	optimal	-1.317482954604564e-12	-1.317482954604564e-12	1.0
./model.xml	obj	R_ALKOXDODEC	0.0	optimal	0.0	3.6547526909608856e-11	1.0
./model.xml	obj	R_ALKOXHEXDEC	0.0	optimal	0.0	3.6547526909608856e-11	1.0
./model.xml	obj	R_ALKOXTETDEC	0.0	optimal	0.0	3.6547526909608856e-11	1.0
./model.xml	obj	R_ALLTAHr	0.0	optimal	-3.2133730600111227e-13	-3.2133730600111227e-13	1.0
./model.xml	obj	R_ALLTN	0.0	optimal	-3.2133730600111227e-13	-3.2133730600111227e-13	1.0
./model.xml	obj	R_ALLTNt2rpp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ALLTNtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ALR2	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AM3PA	0.0	optimal	-1.6066865300055603e-13	-1.6066865300055603e-13	1.0
./model.xml	obj	R_AM4PA	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AM4PCP	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AMALT1	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AMALT2	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AMALT3	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AMALT4	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AMAOTr	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AMID4	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AMPEP11	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AMPEP8	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AMPMS2	0.000418274444408842	optimal	0.000418274444408842	0.0004182744449216956	1.0
./model.xml	obj	R_AMPN	0.0	optimal	-1.6468536932557013e-12	-1.6468536932557013e-12	1.0
./model.xml	obj	R_AMPTASECG	0.0	optimal	-8.06622217104833e-13	-8.06622217104833e-13	1.0
./model.xml	obj	R_AMPTASEPG	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ANHMK	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ANPRT	0.0	optimal	-3.7287253432204515e-13	-3.7287253432204515e-13	1.0
./model.xml	obj	R_ANS	0.0	optimal	-3.7287253432204515e-13	-3.7287253432204515e-13	1.0
./model.xml	obj	R_AOBUTDs	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AOXHEXCYCL	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AOXSr	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AP4AH	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_APATr	19.553020529888613	optimal	19.553020529882023	19.553020529882023	1.0
./model.xml	obj	R_APG3PAT120	0.0	optimal	-7.749899732967994e-13	-7.749899732967994e-13	1.0
./model.xml	obj	R_APG3PAT140	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_APG3PAT141	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_APG3PAT160	0.11776520861682112	optimal	0.0	0.11776520861640952	1.0
./model.xml	obj	R_APG3PAT161	0.047480378023994366	optimal	0.0	0.04748037802370141	1.0
./model.xml	obj	R_APG3PAT180	0.017239613454233745	optimal	0.0	0.017239613453834485	1.0
./model.xml	obj	R_APG3PAT181	0.0	optimal	0.0	0.1516517430518251	1.0
./model.xml	obj	R_APH120	0.0	optimal	-1.646853693255701e-12	-1.646853693255701e-12	1.0
./model.xml	obj	R_APH140	0.0	optimal	0.0	7.2104174482963905e-12	1.0
./model.xml	obj	R_APH141	0.0	optimal	0.0	7.2104174482963816e-12	1.0
./model.xml	obj	R_APH160	0.0	optimal	0.0	7.210417448296391e-12	1.0
./model.xml	obj	R_APH161	0.0	optimal	0.0	7.2104174482963905e-12	1.0
./model.xml	obj	R_APH180	0.0	optimal	0.0	7.2104174482963905e-12	1.0
./model.xml	obj	R_APH181	0.0	optimal	0.0	7.2104174482963905e-12	1.0
./model.xml	obj	R_APPLDHr	0.0	optimal	0.0	1.629373327989726e-13	1.0
./model.xml	obj	R_APRAUR	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_APSR	0.0719126498235901	optimal	0.07191264982276681	0.07191264983440543	1.0
./model.xml	obj	R_APTNAT	0.8764359657956097	optimal	0.8764359657931988	0.876435965801577	1.0
./model.xml	obj	R_ARBt3ipp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ARBtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ARGAGMt7pp	1.008521539635323	optimal	1.0085215396124467	1.0085215402749046	1.0
./model.xml	obj	R_ARGDC	0.0	optimal	0.0	1.4420834896592781e-11	1.0
./model.xml	obj	R_ARGDr	0.47603523995524244	optimal	0.47603523995443875	0.47603523999850483	1.0
./model.xml	obj	R_ARGORNt7pp	0.0	optimal	0.0	1.9227779862123728e-11	1.0
./model.xml	obj	R_ARGSL	0.0	optimal	0.0	5.768333958637109e-12	1.0
./model.xml	obj	R_ARGSS	0.0	optimal	0.0	5.768333958637109e-12	1.0
./model.xml	obj	R_ARGTRS	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ARGabcpp	0.0	optimal	0.0	1.9227779862123728e-11	1.0
./model.xml	obj	R_ARGt3pp	0.0	optimal	0.0	2.884166979318542e-11	1.0
./model.xml	obj	R_ARGtex	1.008521539635323	optimal	1.0085215396347202	1.0085215396785854	1.0
./model.xml	obj	R_ARUH	0.0	optimal	0.0	2.472143125130228e-11	1.0
./model.xml	obj	R_ASAD	-0.39462671347445794	optimal	-0.3946267134751558	-0.39462671347445794	1.0
./model.xml	obj	R_ASCBtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ASNN	0.0	optimal	0.0	4.80694496553093e-12	1.0
./model.xml	obj	R_ASNNpp	0.0	optimal	0.0	2.440939190143879e-10	1.0
./model.xml	obj	R_ASNS1	0.18502224524753333	optimal	0.18502224524753333	0.18502224525234026	1.0
./model.xml	obj	R_ASNtex	0.0	optimal	0.0	2.440939190143879e-10	1.0
./model.xml	obj	R_ASO3t2pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ASO3tex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ASO4rt2rpp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ASP1DC	0.0	optimal	0.0	2.884166979318583e-11	1.0
